type,bbox,interactivity,content,source,ID
text,"[0.3499999940395355, 0.6175925731658936, 0.43958333134651184, 0.6435185074806213]",False,Address (required)*,box_ocr_content_ocr,32
text,"[0.1770833283662796, 0.6361111402511597, 0.20624999701976776, 0.6490740776062012]",False,Chinese,box_ocr_content_ocr,33
text,"[0.8145833611488342, 0.6564815044403076, 0.8291666507720947, 0.7462962865829468]",False,13th-Ave,box_ocr_content_ocr,34
text,"[0.8734375238418579, 0.7148148417472839, 0.948437511920929, 0.75]",False,Madison Pub,box_ocr_content_ocr,35
text,"[0.8208333253860474, 0.7962962985038757, 0.8458333611488342, 0.8175926208496094]",False,Pony,box_ocr_content_ocr,36
text,"[0.12187500298023224, 0.8361111283302307, 0.1770833283662796, 0.8620370626449585]",False,E Union-St,box_ocr_content_ocr,37
text,"[0.6796875, 0.8416666388511658, 0.7911458611488342, 0.875]",False,n St-Seattle Academy,box_ocr_content_ocr,38
text,"[0.0020833334419876337, 0.8583333492279053, 0.014583333395421505, 0.8731481432914734]",False,U,box_ocr_content_ocr,39
text,"[0.981249988079071, 0.8509259223937988, 0.9989583492279053, 0.8768518567085266]",False,ion,box_ocr_content_ocr,40
text,"[0.02291666716337204, 0.8629629611968994, 0.06458333134651184, 0.8981481194496155]",False,D Layer's,box_ocr_content_ocr,41
text,"[0.4739583432674408, 0.8712962865829468, 0.528124988079071, 0.8972222208976746]",False,Google,box_ocr_content_ocr,42
text,"[0.7177083492279053, 0.8731481432914734, 0.7885416746139526, 0.8935185074806213]",False,Middle School,box_ocr_content_ocr,43
text,"[0.609375, 0.9120370149612427, 0.65625, 0.9305555820465088]",False,data2025,box_ocr_content_ocr,44
text,"[0.8322916626930237, 0.9120370149612427, 0.8843749761581421, 0.9305555820465088]",False,duct Feedback,box_ocr_content_ocr,45
text,"[0.893750011920929, 0.9101851582527161, 0.9239583611488342, 0.9305555820465088]",False,200 ft L,box_ocr_content_ocr,46
icon,"[0.8943090438842773, 0.06305508315563202, 0.966465950012207, 0.11805042624473572]",True,Guest ,box_yolo_content_ocr,47
icon,"[0.5250347256660461, 0.7848212718963623, 0.594862699508667, 0.8515836000442505]",True,Cancel ,box_yolo_content_ocr,48
icon,"[0.3326638340950012, 0.388118177652359, 0.6560387015342712, 0.47598668932914734]",True,Place name (required)* ,box_yolo_content_ocr,49
icon,"[0.0029880404472351074, 0.9372373819351196, 0.03564054146409035, 0.9945639371871948]",True,O ,box_yolo_content_ocr,50
icon,"[0.8514333963394165, 0.9355470538139343, 0.9107033014297485, 0.9932384490966797]",True,Mar 17 ,box_yolo_content_ocr,51
icon,"[0.7590336203575134, 0.15101240575313568, 0.836887776851654, 0.2028842568397522]",True,P Parking ,box_yolo_content_ocr,52
icon,"[0.9116247296333313, 0.935820996761322, 0.9960001111030579, 0.991233766078949]",True,10:59 ,box_yolo_content_ocr,53
icon,"[0.506815493106842, 0.15311874449253082, 0.5760882496833801, 0.2061014473438263]",True,PHotels ,box_yolo_content_ocr,54
icon,"[0.5802831649780273, 0.15093407034873962, 0.6813185214996338, 0.20563453435897827]",True,[ Thinas to do ,box_yolo_content_ocr,55
icon,"[0.33362072706222534, 0.6263366937637329, 0.6560003757476807, 0.7171725630760193]",True,"151712th Ave #407,Seattle,WA 98122 ",box_yolo_content_ocr,56
icon,"[0.9599213004112244, 0.7723426222801208, 0.983958899974823, 0.8160619139671326]",True,+ ,box_yolo_content_ocr,57
icon,"[0.6419532299041748, 0.19986113905906677, 0.6686170697212219, 0.252863347530365]",True,X ,box_yolo_content_ocr,58
icon,"[0.5956972241401672, 0.7855702638626099, 0.6659504175186157, 0.851168155670166]",True,Submit ,box_yolo_content_ocr,59
icon,"[0.4037209749221802, 0.15256847441196442, 0.5034322142601013, 0.20544883608818054]",True,41Restaurants ,box_yolo_content_ocr,60
icon,"[0.5020081400871277, 0.9354264736175537, 0.5400652289390564, 0.9985891580581665]",True,A folder or file management application.,box_yolo_content_yolo,61
icon,"[0.4594448506832123, 0.9357572793960571, 0.4945501685142517, 1.0]",True,A web browser application.,box_yolo_content_yolo,62
icon,"[0.9474121332168579, 0.0027324464172124863, 0.9733116030693054, 0.046811796724796295]",True,a line or form indicator.,box_yolo_content_yolo,63
icon,"[0.0053993938490748405, 0.06765440851449966, 0.031006956472992897, 0.11432001739740372]",True,the back arrow.,box_yolo_content_yolo,64
icon,"[0.9733371734619141, 0.0017106692539528012, 0.9987604022026062, 0.04747394099831581]",True,a close or cancel function.,box_yolo_content_yolo,65
icon,"[0.06338231265544891, 0.06745100766420364, 0.0891869068145752, 0.11448118090629578]",True,Refresh or reload.,box_yolo_content_yolo,66
icon,"[0.6827239394187927, 0.14862488210201263, 0.7570422291755676, 0.20387369394302368]",True,Transit or a messaging application.,box_yolo_content_yolo,67
icon,"[0.03424566984176636, 0.06756125390529633, 0.05953611433506012, 0.11395479738712311]",True,a push pin or arrow.,box_yolo_content_yolo,68
icon,"[0.9232264161109924, 0.006841908674687147, 0.9474114179611206, 0.04809057340025902]",True,a single line or pinning.,box_yolo_content_yolo,69
icon,"[0.9696663022041321, 0.06419980525970459, 0.994118869304657, 0.11791498214006424]",True,a button for selecting a button,box_yolo_content_yolo,70
icon,"[0.003007990075275302, 0.005928081925958395, 0.02814718522131443, 0.05196588486433029]",True,a checkmark indicating a task or confirmation.,box_yolo_content_yolo,71
icon,"[0.6168459057807922, 0.5237343907356262, 0.644398033618927, 0.5818023681640625]",True,a push pin or pinning function.,box_yolo_content_yolo,72
icon,"[0.22596582770347595, 0.010974020697176456, 0.24340900778770447, 0.04729451984167099]",True,Adding a new item or creating a new tab.,box_yolo_content_yolo,73
icon,"[0.19810320436954498, 0.013360490091145039, 0.21599456667900085, 0.04780834913253784]",True,A close or delete function.,box_yolo_content_yolo,74
icon,"[0.8652145266532898, 0.1537817269563675, 0.8909236788749695, 0.2022356241941452]",True,a back or back button.,box_yolo_content_yolo,75
icon,"[0.09812483936548233, 0.0698351040482521, 0.12107865512371063, 0.11357896775007248]",True,a button for a speaker or audio.,box_yolo_content_yolo,76
icon,"[0.03237622231245041, 0.006485049147158861, 0.055798016488552094, 0.053312111645936966]",True,A web browser or web browser application.,box_yolo_content_yolo,77
icon,"[0.8723011016845703, 0.7884792685508728, 0.959743320941925, 0.9109310507774353]",True,A photo or image of a nature-related function.,box_yolo_content_yolo,78
icon,"[0.9589083194732666, 0.7257778644561768, 0.9840601682662964, 0.7738267779350281]",True,a symbol or symbol used to indicate a specific function or function.,box_yolo_content_yolo,79
icon,"[0.8401508331298828, 0.15305887162685394, 0.8669986724853516, 0.20224973559379578]",True,a link to a comment or comment box.,box_yolo_content_yolo,80
icon,"[0.018378805369138718, 0.8630834221839905, 0.037247899919748306, 0.8997063636779785]",True,a symbol or symbol related to a user profile or account.,box_yolo_content_yolo,81
icon,"[0.9588192105293274, 0.8135799765586853, 0.9843006134033203, 0.8546617031097412]",True,a single pin or bar.,box_yolo_content_yolo,82
icon,"[0.6787452697753906, 0.4747740626335144, 0.7095182538032532, 0.5420017242431641]",True,A bookmark or pin.,box_yolo_content_yolo,83
