type,bbox,interactivity,content,source,ID
text,"[0.8145833611488342, 0.6564815044403076, 0.8291666507720947, 0.7462962865829468]",False,13th-Ave,box_ocr_content_ocr,20
text,"[0.878125011920929, 0.720370352268219, 0.9489583373069763, 0.7462962865829468]",False,Madison Pub,box_ocr_content_ocr,21
text,"[0.11562500149011612, 0.7388888597488403, 0.3114583194255829, 0.7648147940635681]",False,"1517 12th Ave#407,Seattle,WA98122",box_ocr_content_ocr,22
text,"[0.1145833358168602, 0.7962962985038757, 0.31562501192092896, 0.8212962746620178]",False,Suggest an edit on151712th Ave #407,box_ocr_content_ocr,23
text,"[0.8197916746139526, 0.7962962985038757, 0.846875011920929, 0.8175926208496094]",False,Pony,box_ocr_content_ocr,24
text,"[0.46666666865348816, 0.8416666388511658, 0.5083333253860474, 0.8675925731658936]",False,Jnion St,box_ocr_content_ocr,25
text,"[0.5494791865348816, 0.8435184955596924, 0.6067708134651184, 0.875]",False,E Union St,box_ocr_content_ocr,26
text,"[0.6468750238418579, 0.8416666388511658, 0.7927083373069763, 0.8768518567085266]",False,E Union St Seattle Academy,box_ocr_content_ocr,27
text,"[0.11354167014360428, 0.8509259223937988, 0.22187499701976776, 0.8805555701255798]",False,Add a missing place,box_ocr_content_ocr,28
text,"[0.9822916388511658, 0.8527777791023254, 0.9994791746139526, 0.875]",False,ion,box_ocr_content_ocr,29
text,"[0.41979166865348816, 0.8731481432914734, 0.4489583373069763, 0.8935185074806213]",False,Layer,box_ocr_content_ocr,30
text,"[0.6666666865348816, 0.8675925731658936, 0.7906249761581421, 0.8990740776062012]",False,GoogleMiddle School,box_ocr_content_ocr,31
text,"[0.1145833358168602, 0.9120370149612427, 0.2135416716337204, 0.9361110925674438]",False,Add vour business,box_ocr_content_ocr,32
text,"[0.5916666388511658, 0.9120370149612427, 0.6552083492279053, 0.9324073791503906]",False,Map data @2025,box_ocr_content_ocr,33
text,"[0.6645833253860474, 0.9120370149612427, 0.7166666388511658, 0.9324073791503906]",False,United States,box_ocr_content_ocr,34
text,"[0.7260416746139526, 0.9120370149612427, 0.7552083134651184, 0.9324073791503906]",False,Terms,box_ocr_content_ocr,35
text,"[0.7583333253860474, 0.9120370149612427, 0.7906249761581421, 0.9324073791503906]",False,Privacy,box_ocr_content_ocr,36
text,"[0.7958333492279053, 0.9083333611488342, 0.8895833492279053, 0.9314814805984497]",False,Send Product Feedback,box_ocr_content_ocr,37
text,"[0.8916666507720947, 0.9101851582527161, 0.925000011920929, 0.9305555820465088]",False,200 ft L,box_ocr_content_ocr,38
icon,"[0.1340504288673401, 0.5711449980735779, 0.19265475869178772, 0.6681049466133118]",True,Save ,box_yolo_content_ocr,39
icon,"[0.4012475907802582, 0.1503620147705078, 0.503897488117218, 0.20340749621391296]",True,41Restaurants ,box_yolo_content_ocr,40
icon,"[0.05804158374667168, 0.19423194229602814, 0.38441115617752075, 0.5649440288543701]",True,151712th Ave #407 ,box_yolo_content_ocr,41
icon,"[0.2486424446105957, 0.5719617009162903, 0.31172627210617065, 0.6845522522926331]",True,Send to phone ,box_yolo_content_ocr,42
icon,"[0.06862546503543854, 0.5708468556404114, 0.1374019831418991, 0.6675698161125183]",True,Directions ,box_yolo_content_ocr,43
icon,"[0.002822309732437134, 0.7967408895492554, 0.05404391512274742, 0.9108238816261292]",True,Get the app ,box_yolo_content_ocr,44
icon,"[0.18997007608413696, 0.5719913244247437, 0.2509744465351105, 0.6696634888648987]",True,Nearby ,box_yolo_content_ocr,45
icon,"[0.894377589225769, 0.0633496642112732, 0.9664568305015564, 0.11823245882987976]",True,Guest ,box_yolo_content_ocr,46
icon,"[0.7593402862548828, 0.1512327790260315, 0.8374388217926025, 0.20371250808238983]",True,P Parking ,box_yolo_content_ocr,47
icon,"[0.6833997964859009, 0.14954552054405212, 0.7579692602157593, 0.20351751148700714]",True,BTransit ,box_yolo_content_ocr,48
icon,"[0.5057780146598816, 0.15177103877067566, 0.577408492565155, 0.2038300335407257]",True,PHotels ,box_yolo_content_ocr,49
icon,"[0.5782577991485596, 0.14993302524089813, 0.682110071182251, 0.2031334787607193]",True, Things to do ,box_yolo_content_ocr,50
icon,"[0.3099403381347656, 0.5715700387954712, 0.36860376596450806, 0.6776981353759766]",True,Share ,box_yolo_content_ocr,51
icon,"[0.0035992979537695646, 0.327740341424942, 0.05337665602564812, 0.4262044429779053]",True,Recents ,box_yolo_content_ocr,52
icon,"[0.0008142947917804122, 0.4590851962566376, 0.0559229739010334, 0.576539933681488]",True,1517 12th Ave #407 ,box_yolo_content_ocr,53
icon,"[0.8507254123687744, 0.9353405237197876, 0.91097491979599, 0.9924856424331665]",True,Mar 17 ,box_yolo_content_ocr,54
icon,"[0.2949453294277191, 0.14370644092559814, 0.3271512985229492, 0.20636162161827087]",True,Q ,box_yolo_content_ocr,55
icon,"[0.004527442157268524, 0.22339384257793427, 0.050553254783153534, 0.3145977854728699]",True,Saved ,box_yolo_content_ocr,56
icon,"[0.06698701530694962, 0.13864248991012573, 0.3105024993419647, 0.21215951442718506]",True,1517 12th Ave #407 ,box_yolo_content_ocr,57
icon,"[0.9110196828842163, 0.9354988932609558, 0.9929102063179016, 0.9912459850311279]",True,10:58 ,box_yolo_content_ocr,58
icon,"[0.9824447631835938, 0.7743375897407532, 1.0, 0.822361409664154]",True,Dir ,box_yolo_content_ocr,59
icon,"[0.19380666315555573, 0.06254635006189346, 0.9339427947998047, 0.11845440417528152]",True,"google.com/maps/place/1517+12th+Ave+%23407,+Seattle,+WA+98122/@47.6146017-122.3198293,17z/data=!3m1!4b1!4m5!3m4!1s0x54906acd. ",box_yolo_content_ocr,60
icon,"[0.5002232789993286, 0.9355814456939697, 0.5408530831336975, 0.9984893798828125]",True,A folder or file management application.,box_yolo_content_yolo,61
icon,"[0.4583624303340912, 0.9356255531311035, 0.4959721863269806, 0.9991220831871033]",True,A web browser application.,box_yolo_content_yolo,62
icon,"[0.004525244235992432, 0.06616484373807907, 0.031717825680971146, 0.11511074006557465]",True,"the ""back"" function.",box_yolo_content_yolo,63
icon,"[0.9476594924926758, 0.002425119513645768, 0.9732702374458313, 0.046940986067056656]",True,a line or form indicator.,box_yolo_content_yolo,64
icon,"[0.06316640973091125, 0.06709274649620056, 0.08932186663150787, 0.11480630189180374]",True,Refresh or reload.,box_yolo_content_yolo,65
icon,"[0.9735256433486938, 0.0015096081187948585, 0.9987003207206726, 0.047639861702919006]",True,a close or cancel function.,box_yolo_content_yolo,66
icon,"[0.9693384170532227, 0.06483745574951172, 0.9947541952133179, 0.11694130301475525]",True,a button for selecting a button,box_yolo_content_yolo,67
icon,"[0.03339364752173424, 0.06698784232139587, 0.05944204330444336, 0.114787757396698]",True,a push pin or arrow.,box_yolo_content_yolo,68
icon,"[0.9233220815658569, 0.006162733305245638, 0.9472677111625671, 0.048142410814762115]",True,a single line or rectangle.,box_yolo_content_yolo,69
icon,"[0.3385351300239563, 0.15179327130317688, 0.36763590574264526, 0.20161840319633484]",True,a close or delete function.,box_yolo_content_yolo,70
icon,"[0.003317916300147772, 0.9376299381256104, 0.03514593094587326, 0.9938154220581055]",True,The element element in a user interface.,box_yolo_content_yolo,71
icon,"[0.003002893878147006, 0.005720329470932484, 0.02811063639819622, 0.05177978798747063]",True,a checkmark or mark indicating a task or function.,box_yolo_content_yolo,72
icon,"[0.8711923360824585, 0.7869973182678223, 0.9607290029525757, 0.9124862551689148]",True,A bookmark or bookmark feature.,box_yolo_content_yolo,73
icon,"[0.9608138799667358, 0.7733225226402283, 0.9829639196395874, 0.8157284259796143]",True,Adding a new item or creating a new document.,box_yolo_content_yolo,74
icon,"[0.005147045943886042, 0.14471100270748138, 0.05108249559998512, 0.21077850461006165]",True,a loading or buffering indicator.,box_yolo_content_yolo,75
icon,"[0.9603044390678406, 0.8136879801750183, 0.9837972521781921, 0.8525254726409912]",True,a single line or rectangle.,box_yolo_content_yolo,76
icon,"[0.9590280652046204, 0.724987268447876, 0.9848356246948242, 0.7730256915092468]",True,a profile or avatar.,box_yolo_content_yolo,77
icon,"[0.8403804898262024, 0.15297852456569672, 0.8665531277656555, 0.20207466185092926]",True,Adding a new item or element.,box_yolo_content_yolo,78
icon,"[0.22600790858268738, 0.012035369873046875, 0.2431947886943817, 0.047519292682409286]",True,Adding a new item or creating a new symbol.,box_yolo_content_yolo,79
icon,"[0.9598900079727173, 0.8561869263648987, 0.9848483800888062, 0.9044179320335388]",True,a user profile or account.,box_yolo_content_yolo,80
icon,"[0.8646996021270752, 0.15366189181804657, 0.8908289670944214, 0.20199741423130035]",True,a switching or switching function.,box_yolo_content_yolo,81
icon,"[0.5296228528022766, 0.49030056595802307, 0.5526769161224365, 0.5325284004211426]",True,A symbol or logo.,box_yolo_content_yolo,82
icon,"[0.1983126699924469, 0.013891919516026974, 0.21591034531593323, 0.048399850726127625]",True,A close or delete function.,box_yolo_content_yolo,83
icon,"[0.09909264743328094, 0.07239980250597, 0.12042834609746933, 0.11165399104356766]",True,a button for volume or volume.,box_yolo_content_yolo,84
icon,"[0.49740955233573914, 0.6099377274513245, 0.5291948914527893, 0.6669014692306519]",True,"A magnifying glass, typically used to indicate an email or message.",box_yolo_content_yolo,85
icon,"[0.06983335316181183, 0.7245975136756897, 0.10315433144569397, 0.7799594402313232]",True,a bookmark or pinning function.,box_yolo_content_yolo,86
icon,"[0.38120391964912415, 0.15581507980823517, 0.3999493718147278, 0.18993467092514038]",True,a blank space.,box_yolo_content_yolo,87
icon,"[0.4044322967529297, 0.8624054193496704, 0.424307256937027, 0.898707389831543]",True,a symbol or symbol related to a user profile or account.,box_yolo_content_yolo,88
icon,"[0.9492365717887878, 0.14010627567768097, 0.9790565967559814, 0.1941327452659607]",True,A stop or close button.,box_yolo_content_yolo,89
