type,bbox,interactivity,content,source,ID
text,"[0.0010416667209938169, 0.39537036418914795, 0.12395833432674408, 0.42129629850387573]",False,NEKO.Cat Cafe Seattle,box_ocr_content_ocr,15
text,"[0.9557291865348816, 0.3870370388031006, 0.9963541626930237, 0.41203704476356506]",False,Malaysiar,box_ocr_content_ocr,16
text,"[0.18437500298023224, 0.42500001192092896, 0.2645833194255829, 0.44999998807907104]",False,AVA Capitol Hill,box_ocr_content_ocr,17
text,"[0.3369791805744171, 0.4203703701496124, 0.3776041567325592, 0.4546296298503876]",False,Hours,box_ocr_content_ocr,18
text,"[0.18541666865348816, 0.44999998807907104, 0.265625, 0.46851852536201477]",False,Apartmentsfor Rent,box_ocr_content_ocr,19
text,"[0.18437500298023224, 0.46296295523643494, 0.26770833134651184, 0.4870370328426361]",False,in Washington |Ava...,box_ocr_content_ocr,20
text,"[0.3499999940395355, 0.5, 0.3895833194255829, 0.5277777910232544]",False,Hours,box_ocr_content_ocr,21
text,"[0.8255208134651184, 0.5416666865348816, 0.9005208611488342, 0.5722222328186035]",False,Public Storage,box_ocr_content_ocr,22
text,"[0.28854167461395264, 0.5629629492759705, 0.3187499940395355, 0.5898148417472839]",False,Broad,box_ocr_content_ocr,23
text,"[0.8260416388511658, 0.5657407641410828, 0.8864583373069763, 0.5916666388511658]",False,Reserve a Unit,box_ocr_content_ocr,24
text,"[0.8255208134651184, 0.5787037014961243, 0.8869791626930237, 0.6083333492279053]",False,Close to Home,box_ocr_content_ocr,25
text,"[0.3359375, 0.5916666388511658, 0.39114582538604736, 0.6287037134170532]",False,Contact,box_ocr_content_ocr,26
text,"[0.17499999701976776, 0.6101852059364319, 0.27812498807907104, 0.6361111402511597]",False,Biang Biang Noodles,box_ocr_content_ocr,27
text,"[0.8526041507720947, 0.6083333492279053, 0.9026041626930237, 0.6398147940635681]",False,E Pike St,box_ocr_content_ocr,28
text,"[0.0, 0.6194444298744202, 0.04895833507180214, 0.645370364189148]",False,E Pike St,box_ocr_content_ocr,29
text,"[0.08645833283662796, 0.6175925731658936, 0.13958333432674408, 0.6435185074806213]",False,E Pike St,box_ocr_content_ocr,30
text,"[0.1770833283662796, 0.6361111402511597, 0.20624999701976776, 0.6490740776062012]",False,Chinese,box_ocr_content_ocr,31
text,"[0.8145833611488342, 0.6564815044403076, 0.8291666507720947, 0.7444444298744202]",False,13th-Ave,box_ocr_content_ocr,32
text,"[0.8744791746139526, 0.7148148417472839, 0.948437511920929, 0.75]",False,Madison Pub,box_ocr_content_ocr,33
text,"[0.8208333253860474, 0.7962962985038757, 0.8458333611488342, 0.8175926208496094]",False,Pony,box_ocr_content_ocr,34
text,"[0.12187500298023224, 0.8361111283302307, 0.1770833283662796, 0.8620370626449585]",False,E Union-St,box_ocr_content_ocr,35
text,"[0.6796875, 0.8416666388511658, 0.7911458611488342, 0.875]",False,n St-Seattle Academy,box_ocr_content_ocr,36
text,"[0.0020833334419876337, 0.8583333492279053, 0.014583333395421505, 0.8731481432914734]",False,U,box_ocr_content_ocr,37
text,"[0.981249988079071, 0.8509259223937988, 0.9989583492279053, 0.8768518567085266]",False,ion,box_ocr_content_ocr,38
text,"[0.02291666716337204, 0.8629629611968994, 0.06562499701976776, 0.8981481194496155]",False,D Layer's,box_ocr_content_ocr,39
text,"[0.4739583432674408, 0.8712962865829468, 0.5270833373069763, 0.8972222208976746]",False,Google,box_ocr_content_ocr,40
text,"[0.7177083492279053, 0.8731481432914734, 0.7885416746139526, 0.8935185074806213]",False,Middle School,box_ocr_content_ocr,41
text,"[0.6072916388511658, 0.9120370149612427, 0.65625, 0.9305555820465088]",False,data2025,box_ocr_content_ocr,42
text,"[0.8322916626930237, 0.9120370149612427, 0.8822916746139526, 0.9305555820465088]",False,duct Feedbacl,box_ocr_content_ocr,43
text,"[0.893750011920929, 0.9101851582527161, 0.9239583611488342, 0.9305555820465088]",False,200 ft L,box_ocr_content_ocr,44
icon,"[0.3331837058067322, 0.2988015115261078, 0.6559117436408997, 0.3882672190666199]",True,Located within ,box_yolo_content_ocr,45
icon,"[0.8943340182304382, 0.06299663335084915, 0.966509222984314, 0.11829301714897156]",True,Guest ,box_yolo_content_ocr,46
icon,"[0.5252028107643127, 0.7854500412940979, 0.5947566628456116, 0.8515067100524902]",True,Cancel ,box_yolo_content_ocr,47
icon,"[0.5955278277397156, 0.7859015464782715, 0.6648575067520142, 0.8515170812606812]",True,Submit ,box_yolo_content_ocr,48
icon,"[0.0029897510539740324, 0.937098503112793, 0.035619065165519714, 0.9947428107261658]",True,O ,box_yolo_content_ocr,49
icon,"[0.33369120955467224, 0.6442242860794067, 0.655078113079071, 0.7356354594230652]",True,Phone number ,box_yolo_content_ocr,50
icon,"[0.6824547052383423, 0.1487947702407837, 0.7570632696151733, 0.20375531911849976]",True,8Transit ,box_yolo_content_ocr,51
icon,"[0.9110191464424133, 0.9362550973892212, 0.9946635961532593, 0.9910772442817688]",True,11:114 ,box_yolo_content_ocr,52
icon,"[0.642413318157196, 0.20193256437778473, 0.6693874597549438, 0.25274407863616943]",True,X ,box_yolo_content_ocr,53
icon,"[0.8513917922973633, 0.935437023639679, 0.9106439352035522, 0.9932732582092285]",True,Mar 17 ,box_yolo_content_ocr,54
icon,"[0.7592076063156128, 0.15120255947113037, 0.8369877338409424, 0.20285916328430176]",True,P Parking ,box_yolo_content_ocr,55
icon,"[0.5065366625785828, 0.15431639552116394, 0.5765995383262634, 0.20039218664169312]",True,PHotels ,box_yolo_content_ocr,56
icon,"[0.5793558359146118, 0.1507847011089325, 0.6818254590034485, 0.20499196648597717]",True,[] Thinas to do ,box_yolo_content_ocr,57
icon,"[0.9599151611328125, 0.7724887728691101, 0.9838659167289734, 0.8158702254295349]",True,+ ,box_yolo_content_ocr,58
icon,"[0.40218180418014526, 0.15262265503406525, 0.5037727355957031, 0.2086862474679947]",True,41Restaurants ,box_yolo_content_ocr,59
icon,"[0.5020664930343628, 0.9358006715774536, 0.5400623679161072, 0.9985383152961731]",True,A folder or file management application.,box_yolo_content_yolo,60
icon,"[0.4594053626060486, 0.9358958601951599, 0.4944482147693634, 1.0]",True,A web browser application.,box_yolo_content_yolo,61
icon,"[0.9475431442260742, 0.002684725681319833, 0.9733110666275024, 0.04717106372117996]",True,a line or form indicator.,box_yolo_content_yolo,62
icon,"[0.005334475543349981, 0.06754113733768463, 0.030890217050909996, 0.11447412520647049]",True,"the ""back"" function.",box_yolo_content_yolo,63
icon,"[0.0345199815928936, 0.06798100471496582, 0.05952237918972969, 0.11392443627119064]",True,"the ""Left"" function.",box_yolo_content_yolo,64
icon,"[0.9735435247421265, 0.0017578761326149106, 0.9987571835517883, 0.04792465642094612]",True,a close or cancel function.,box_yolo_content_yolo,65
icon,"[0.06365164369344711, 0.06758289784193039, 0.08913281559944153, 0.11455127596855164]",True,Refresh or reload.,box_yolo_content_yolo,66
icon,"[0.9233320951461792, 0.006676276680082083, 0.9472323060035706, 0.04807005077600479]",True,a single line or rectangle.,box_yolo_content_yolo,67
icon,"[0.9698544144630432, 0.06444747000932693, 0.9938887357711792, 0.11806926876306534]",True,a button for selecting a button,box_yolo_content_yolo,68
icon,"[0.0024538456927984953, 0.005753564648330212, 0.02843918837606907, 0.052578702569007874]",True,a checkmark indicating a positive or positive action.,box_yolo_content_yolo,69
icon,"[0.22596359252929688, 0.011245843954384327, 0.24300488829612732, 0.04697592929005623]",True,Adding a new item or creating a new message.,box_yolo_content_yolo,70
icon,"[0.6181606650352478, 0.48828327655792236, 0.6448861956596375, 0.5442530512809753]",True,a push pin or arrow.,box_yolo_content_yolo,71
icon,"[0.19817733764648438, 0.013052225112915039, 0.2160230129957199, 0.04788392409682274]",True,A close or delete function.,box_yolo_content_yolo,72
icon,"[0.032338522374629974, 0.006235027220100164, 0.055802278220653534, 0.0537218302488327]",True,A web browser or web browser application.,box_yolo_content_yolo,73
icon,"[0.09793290495872498, 0.06962371617555618, 0.12107968330383301, 0.11364222317934036]",True,a button for a speaker or audio.,box_yolo_content_yolo,74
icon,"[0.8725160360336304, 0.7886272668838501, 0.9594625234603882, 0.9098203778266907]",True,A photo or image of a nature-related function.,box_yolo_content_yolo,75
icon,"[0.01866980828344822, 0.8637117743492126, 0.037060778588056564, 0.8995170593261719]",True,a symbol or symbol related to a user profile or account.,box_yolo_content_yolo,76
icon,"[0.8649045825004578, 0.15377427637577057, 0.8911100625991821, 0.20250707864761353]",True,a back or pause function.,box_yolo_content_yolo,77
icon,"[0.9589841961860657, 0.7261844873428345, 0.9839364886283875, 0.774078905582428]",True,a symbol or symbol used to indicate an option or function.,box_yolo_content_yolo,78
icon,"[0.8392471075057983, 0.15363015234470367, 0.8676878213882446, 0.20282050967216492]",True,a pin or symbol.,box_yolo_content_yolo,79
icon,"[0.9588533639907837, 0.8133448362350464, 0.9842069745063782, 0.8543896079063416]",True,a single pin or pinning function.,box_yolo_content_yolo,80
icon,"[0.6787340044975281, 0.47357940673828125, 0.7092291116714478, 0.5425806641578674]",True,A bookmark or location pin.,box_yolo_content_yolo,81
