type,bbox,interactivity,content,source,ID
text,"[0.28958332538604736, 0.3879629671573639, 0.6708333492279053, 0.4138889014720917]",False,"including Maps, Search, and Assistant. Edits must follow Google's",box_ocr_content_ocr,15
text,"[0.7489583492279053, 0.38425925374031067, 0.7989583611488342, 0.41018518805503845]",False,E.PineSt,box_ocr_content_ocr,16
text,"[0.25208333134651184, 0.39351850748062134, 0.2708333432674408, 0.4157407283782959]",False,EP,box_ocr_content_ocr,17
text,"[0.9593750238418579, 0.385185182094574, 0.9906250238418579, 0.41203704476356506]",False,Malaysi,box_ocr_content_ocr,18
text,"[0.0020833334419876337, 0.39537036418914795, 0.125, 0.42129629850387573]",False,NEKOCat Cafe Seattle,box_ocr_content_ocr,19
text,"[0.18541666865348816, 0.4287036955356598, 0.26354166865348816, 0.4481481611728668]",False,AVA Capitol Hill,box_ocr_content_ocr,20
text,"[0.28854167461395264, 0.42314815521240234, 0.3395833373069763, 0.44999998807907104]",False,policies.,box_ocr_content_ocr,21
text,"[0.18541666865348816, 0.44999998807907104, 0.26354166865348816, 0.46851852536201477]",False,Apartmentsfor Rent,box_ocr_content_ocr,22
text,"[0.18437500298023224, 0.46296295523643494, 0.2666666805744171, 0.4870370328426361]",False,in Washington |Ava..,box_ocr_content_ocr,23
text,"[0.8265625238418579, 0.5416666865348816, 0.9005208611488342, 0.5722222328186035]",False,Public Storage,box_ocr_content_ocr,24
text,"[0.28958332538604736, 0.5712962746620178, 0.5947916507720947, 0.5972222089767456]",False,Google may email you about the status of your edits.,box_ocr_content_ocr,25
text,"[0.8265625238418579, 0.5638889074325562, 0.885937511920929, 0.5944444537162781]",False,Reserve a Unit,box_ocr_content_ocr,26
text,"[0.8255208134651184, 0.5787037014961243, 0.8869791626930237, 0.6083333492279053]",False,Close to Home,box_ocr_content_ocr,27
text,"[0.17395833134651184, 0.6101852059364319, 0.2697916626930237, 0.6361111402511597]",False,Biang Biang Noodle,box_ocr_content_ocr,28
text,"[0.8526041507720947, 0.6083333492279053, 0.901562511920929, 0.6398147940635681]",False,E Pike St,box_ocr_content_ocr,29
text,"[0.0010416667209938169, 0.6194444298744202, 0.04895833507180214, 0.645370364189148]",False,E Pike St,box_ocr_content_ocr,30
text,"[0.08645833283662796, 0.6175925731658936, 0.13854166865348816, 0.6435185074806213]",False,E Pike St,box_ocr_content_ocr,31
text,"[0.28854167461395264, 0.6490740776062012, 0.35208332538604736, 0.675000011920929]",False,Learn more,box_ocr_content_ocr,32
text,"[0.8145833611488342, 0.654629647731781, 0.8291666507720947, 0.7425925731658936]",False,13th-Ave,box_ocr_content_ocr,33
text,"[0.4906249940395355, 0.7166666388511658, 0.5093749761581421, 0.7407407164573669]",False,OK,box_ocr_content_ocr,34
text,"[0.8822916746139526, 0.720370352268219, 0.9489583373069763, 0.7462962865829468]",False,Madison Pub,box_ocr_content_ocr,35
text,"[0.12187500298023224, 0.8361111283302307, 0.1770833283662796, 0.8620370626449585]",False,EUnion-St,box_ocr_content_ocr,36
text,"[0.7213541865348816, 0.8472222089767456, 0.785937488079071, 0.8712962865829468]",False,attle-Academy,box_ocr_content_ocr,37
text,"[0.8510416746139526, 0.8462963104248047, 0.871874988079071, 0.8740741014480591]",False,EUr,box_ocr_content_ocr,38
text,"[0.981249988079071, 0.8490740656852722, 0.9979166388511658, 0.875]",False,ion,box_ocr_content_ocr,39
text,"[0.4749999940395355, 0.875, 0.5249999761581421, 0.895370364189148]",False,Google,box_ocr_content_ocr,40
text,"[0.721875011920929, 0.8731481432914734, 0.7864583134651184, 0.8916666507720947]",False,MiddleSchoo,box_ocr_content_ocr,41
icon,"[0.8942955732345581, 0.06273899227380753, 0.9664482474327087, 0.11803898215293884]",True,Guest ,box_yolo_content_ocr,42
icon,"[0.8510845899581909, 0.9354790449142456, 0.9110495448112488, 0.9923431277275085]",True,Mar 17 ,box_yolo_content_ocr,43
icon,"[0.5262344479560852, 0.7887958288192749, 0.594182014465332, 0.8504258990287781]",True,Cancel ,box_yolo_content_ocr,44
icon,"[0.9109479784965515, 0.9356611967086792, 0.9950689077377319, 0.9912234544754028]",True,11:134 ,box_yolo_content_ocr,45
icon,"[0.5952292084693909, 0.7888695597648621, 0.6656011939048767, 0.8503801226615906]",True,Submit ,box_yolo_content_ocr,46
icon,"[0.6828619837760925, 0.1480501890182495, 0.7576395869255066, 0.20385633409023285]",True,8Transit ,box_yolo_content_ocr,47
icon,"[0.002994772745296359, 0.9369166493415833, 0.03551572933793068, 0.9933760166168213]",True,O ,box_yolo_content_ocr,48
icon,"[0.7588390707969666, 0.15045076608657837, 0.837195634841919, 0.203216090798378]",True,P Parking ,box_yolo_content_ocr,49
icon,"[0.9599599838256836, 0.7725625038146973, 0.9839237332344055, 0.8161327838897705]",True,+ ,box_yolo_content_ocr,50
icon,"[0.2869810461997986, 0.49071305990219116, 0.38846734166145325, 0.5259591341018677]",True,See content policy ,box_yolo_content_ocr,51
icon,"[0.5791333913803101, 0.1415342539548874, 0.6812324523925781, 0.21320419013500214]",True,[ Thinas to do ,box_yolo_content_ocr,52
icon,"[0.5015678405761719, 0.9356043338775635, 0.5404728651046753, 0.9976807832717896]",True,A folder or file management application.,box_yolo_content_yolo,53
icon,"[0.45904740691185, 0.9359261393547058, 0.49467572569847107, 1.0]",True,A web browser application.,box_yolo_content_yolo,54
icon,"[0.9476097226142883, 0.002414959017187357, 0.9732620120048523, 0.046311166137456894]",True,a line or form indicator.,box_yolo_content_yolo,55
icon,"[0.0052613914012908936, 0.06715624034404755, 0.03127308562397957, 0.11432768404483795]",True,"the ""back"" function.",box_yolo_content_yolo,56
icon,"[0.9732610583305359, 0.0012177361641079187, 0.9989227056503296, 0.046905677765607834]",True,a close or cancel function.,box_yolo_content_yolo,57
icon,"[0.062525674700737, 0.06630945950746536, 0.0899110808968544, 0.11563042551279068]",True,Refresh or reload.,box_yolo_content_yolo,58
icon,"[0.0337161049246788, 0.06692949682474136, 0.060552459210157394, 0.1147928461432457]",True,a push pin or arrow.,box_yolo_content_yolo,59
icon,"[0.9691429138183594, 0.06349809467792511, 0.9948433041572571, 0.11722931265830994]",True,a button for selecting a button,box_yolo_content_yolo,60
icon,"[0.9230753779411316, 0.006243377458304167, 0.9475204944610596, 0.04749955236911774]",True,a single line or bar.,box_yolo_content_yolo,61
icon,"[0.00300391623750329, 0.005876536015421152, 0.02810458466410637, 0.05144462734460831]",True,a checkmark or mark indicating a task or function.,box_yolo_content_yolo,62
icon,"[0.6395756006240845, 0.19863592088222504, 0.6707225441932678, 0.2550034523010254]",True,a close or delete function.,box_yolo_content_yolo,63
icon,"[0.22636133432388306, 0.011873414739966393, 0.24320083856582642, 0.04691755399107933]",True,Adding a new item or creating a new message.,box_yolo_content_yolo,64
icon,"[0.8647886514663696, 0.1540326029062271, 0.8908784985542297, 0.20206819474697113]",True,a back or back button.,box_yolo_content_yolo,65
icon,"[0.1983594000339508, 0.0138059938326478, 0.2157600373029709, 0.0479569248855114]",True,A close or delete function.,box_yolo_content_yolo,66
icon,"[0.01560443639755249, 0.7900007367134094, 0.0806412547826767, 0.9023627638816833]",True,A logo or symbol for a user interface.,box_yolo_content_yolo,67
icon,"[0.8731189966201782, 0.7888075113296509, 0.9601072072982788, 0.906646728515625]",True,A bookmark or bookmark.,box_yolo_content_yolo,68
icon,"[0.9589575529098511, 0.7257105708122253, 0.9843952655792236, 0.7737292647361755]",True,a profile or avatar.,box_yolo_content_yolo,69
icon,"[0.9589706659317017, 0.8133841753005981, 0.9843280911445618, 0.8549362421035767]",True,a single line or pinning.,box_yolo_content_yolo,70
icon,"[0.09938307106494904, 0.07185856252908707, 0.12044103443622589, 0.11201005429029465]",True,a button for the user profile.,box_yolo_content_yolo,71
icon,"[0.8391531109809875, 0.15355749428272247, 0.8678407669067383, 0.20248498022556305]",True,a symbol or logo.,box_yolo_content_yolo,72
icon,"[0.9600507616996765, 0.8571587204933167, 0.9847849011421204, 0.9036238193511963]",True,A yellow button or symbol.,box_yolo_content_yolo,73
